transaction_id,date,department,region,category,budget,actual
TXN-000331,May 2024,OPERATIONS,North America,PAYROLL,86000.0,"$76,576.42"
TXN-001367,01-Jul-2025, Sales,NA,travel,7400.0,7343.81
TXN-000337,05/01/2024,Operations,Emea,Travel & Expenses,8600.0,8001.3
TXN-000700,01/10/2024,SALES,EMEA,Equipment,8700.96,9431.21
TXN-000834,01/12/2024,Marketing,Emea,advertising,20000.0,16890.88
TXN-000327,01-May-2024,sales,Apac,Travel,8600.0,7585.78
TXN-000907,01/01/2025,Mktg,emea,travel,8600.0,11000.21
TXN-000089,01-Feb-2024,Mktg,Asia Pacific,Ads,22598.08,25265.2
TXN-001655,11/01/2025,Marketing,N. America,Equip.,9250.0,11204.64
TXN-000112,01-Feb-2024,operations,EMEA,Travel,9039.23,"$8,521.37"
TXN-000622,01/09/2024, Sales,EMEA,Travel,6800.0,5811.85
TXN-000350,05/01/2024,Information Technology,North America,Equip.,10750.0,11765.35
TXN-001399,July 2025,it,North America,advertising,18500.0,16947.48
TXN-000455,2024-07-01,Mktg,North America,equipment,9250.0,11691.29
TXN-001379,July 2025,sales,Apac,advertising,18500.0,17784.43
TXN-000306,2024-05-01,marketing,Emea,PAYROLL,86000.0,92340.6
TXN-001268,01/05/2025,hr,EMEA,SW,16125.0,14955.79
TXN-000407,June 2024,OPERATIONS,north america,Travel & Expenses,8000.0,9536.74
TXN-001622,01-Oct-2025,it,North America,Travel,6960.77,6038.52
TXN-000070,January 2024,hr,emea,Equipment,10750.0,10637.56
TXN-000530,01-Aug-2024,marketing,North America,equipment,8700.96,8993.74
TXN-000202,2024-03-01,Information Technology,Emea,Travel & Expenses,9200.0,9240.39
TXN-001608,01-Oct-2025,operations,north america,software,13051.44,16228.18
TXN-001522,01-Sep-2025,Sales,Emea,travel,6800.0,6434.78
TXN-001491,August 2025,H.R.,Emea,Payroll,69607.7,79122.77
TXN-001607,10/01/2025,operations,N. America,Travel,6960.77,9371.33
TXN-000332,2024-05-01,Ops,north america,Travel & Expenses,8600.0,8193.79
TXN-001327,01/06/2025,I.T.,emea,Travel & Expenses,8000.0,9190.36
TXN-000061,January 2024,hr,North America,Payroll,86000.0,87312.96
TXN-001142,01-Apr-2025,Sales,north america,travel,9039.23,9523.3
TXN-000525,01/07/2024,H.R.,Apac,Equipment,9250.0,12091.18
TXN-000887,01/12/2024,H.R.,North America,Travel & Expenses,8000.0,7517.5
TXN-000489,July 2024,OPERATIONS,Emea,Advertising,18500.0,14103.25
TXN-001012,February 2025,OPERATIONS,emea,Travel & Expenses,9039.23,9414.15
TXN-001213,2025-05-01,Marketing ,Apac,software,16125.0,13703.81
TXN-000971,01/01/2025,H.R.,Apac,Payroll,86000.0,86384.93
TXN-000235,2024-04-01,Marketing,EMEA,equipment,11299.04,10092.38
TXN-000472,01-Jul-2024,SALES,emea,Travel & Expenses,7400.0,7914.09
TXN-000314,01/05/2024,Marketing,APAC,Advertising,21500.0,
TXN-001347,01/06/2025,hr,APAC,travel,8000.0,7876.59
TXN-001505,01-Sep-2025,Marketing,North America,Equipment,8500.0,
TXN-001742,01-Dec-2025,SALES,NA,Travel & Expenses,8000.0,7613.85
TXN-000328,05/01/2024,sales,apac,Software,16125.0,21204.43
TXN-000565,01-Aug-2024,operations,EMEA,equipment,8700.96,8861.07
TXN-001457,01/08/2025,Operations,North America,travel,6960.77,6735.24
TXN-000738,10/01/2024,hr,North America,SW,13051.44,12435.28
TXN-000480,01-Jul-2024,Sales,Asia Pacific,Equip.,9250.0,10236.4
TXN-001443,2025-08-01, Sales,north america,software,13051.44,8398.63
TXN-000729,2024-10-01,IT,emea,Advertising,17401.92,19553.67
TXN-001173,01/04/2025,Information Technology,North America,Software,16948.56,13672.24
TXN-000133,01/02/2024,it,APAC,SW,16948.56,14794.31
TXN-000551,01/08/2024,sales,Apac,Payroll,69607.7,
TXN-000837,12/01/2024,MKT,Asia Pacific,Travel & Expenses,8000.0,7061.32
TXN-001619,2025-10-01,Ops,Apac,advertising,,17547.44
TXN-000807,2024-11-01,IT,APAC,Travel & Expenses,7400.0,8133.24
TXN-000299,April 2024,HR,apac,advertising,22598.08,20154.09
TXN-001703,11/01/2025,it,emea,software,13875.0,11643.05
TXN-000546,August 2024,Sales,Emea,Payroll,69607.7,68804.12
TXN-001129,01-Apr-2025,Marketing ,NA,advertising,22598.08,24161.49
TXN-001025,01-Feb-2025,Information Technology,NA,Equip.,11299.04,
TXN-000697,10/01/2024, Sales,Emea,Travel & Expenses,6960.77,8736.94
TXN-001580,01-Oct-2025,Mktg,North America,Equipment,8700.96,10340.97
TXN-000348,01/05/2024,I.T.,north america,software,16125.0,16844.92
TXN-001682,2025-11-01,Ops,NA,Travel,7400.0,5177.33
TXN-001346,06/01/2025,hr,,payroll,80000.0,68868.31
TXN-001712,11/01/2025,HR,North America,Travel,7400.0,8038.38
TXN-001543,01/09/2025,operations,Asia Pacific,software,12750.0,12774.8
TXN-001603,01/10/2025, Sales,Asia Pacific,software,13051.44,10933.87
TXN-001458,August 2025,Ops,North America,SW,13051.44,16214.0
TXN-000225,2024-03-01,hr,Apac,Equip.,11500.0,9876.48
TXN-000644,09/01/2024,Ops,APAC,Advertising,17000.0,-13792.78
TXN-000710,10/01/2024,Ops,North America,Equip.,8700.96,10715.19
TXN-000666,01/09/2024,HR,emea,PAYROLL,68000.0,88338.87
TXN-001651,11/01/2025,marketing,north america,Payroll,74000.0,71228.25
TXN-000673,01/09/2024,Human Resources,apac,software,12750.0,12515.64
TXN-001060,03/01/2025,Marketing,emea,Equip.,11500.0,"$7,842.27"
TXN-000709,2024-10-01,Ops,NA,advertising,17401.92,17897.46
TXN-001045,02/01/2025,HR,emea,Equipment,11299.04,11926.0
TXN-001458,August 2025,Ops,North America,SW,13051.44,16214.0
TXN-001794,12/01/2025,hr,EMEA,Advertising,20000.0,16983.97
TXN-001786,12/01/2025,Human Resources,,PAYROLL,80000.0,85241.12
TXN-001558,01/09/2025,Information Technology,Asia Pacific,software,12750.0,13613.61
TXN-000918,01-Jan-2025,sales,NA,SW,16125.0,15372.0
TXN-001058,01-Mar-2025,marketing,,SW,17250.0,18012.31
TXN-001555,2025-09-01,it,Emea,Equipment,8500.0,7619.39
TXN-001174,01-Apr-2025,IT,,Advertising,22598.08,19829.44
TXN-000233,04/01/2024,MKT,EMEA,SW,16948.56,16424.53
TXN-001756,01-Dec-2025,operations,North America,PAYROLL,80000.0,85286.48
TXN-000777,2024-11-01,sales,Asia Pacific,travel,7400.0,6182.41
TXN-000501,07/01/2024,it,EMEA,PAYROLL,74000.0,92819.29
TXN-000916,01/01/2025,sales,,Payroll,86000.0,95049.66
TXN-000974,2025-01-01,H.R.,Asia Pacific,Ads,21500.0,22420.31
TXN-001677,11/01/2025,Sales,apac,travel,7400.0,-7828.37
TXN-001547,2025-09-01,Information Technology,NA,travel,6800.0,6948.6
TXN-000139,02/01/2024,Human Resources,north america,advertising,22598.08,22026.86
TXN-001000,01-Feb-2025,Sales,Emea,Equipment,11299.04,10417.78
TXN-000743,01/10/2024,Human Resources,EMEA,software,13051.44,14403.32
TXN-001451,08/01/2025, Sales,Asia Pacific,Payroll,69607.7,66878.03
TXN-000362,05/01/2024,hr,N. America,,8600.0,7637.31
TXN-001034,2025-02-01,IT,apac,advertising,,15812.86
TXN-001404,2025-07-01,I.T.,emea,Ads,18500.0,17100.07
TXN-000352,05/01/2024,it,emea,Travel & Expenses,8600.0,6986.0
TXN-001315,June 2025,OPERATIONS,EMEA,Equipment,10000.0,9105.15
TXN-000811,01/11/2024,HR,NA,Payroll,74000.0,66375.5
TXN-001495,08/01/2025,H.R.,emea,Equipment,8700.96,8971.93
TXN-000324,05/01/2024,SALES,emea,advertising,21500.0,14478.87
TXN-001683,01/11/2025,OPERATIONS,north america,SW,13875.0,14678.13
TXN-000731,01-Oct-2024,I.T.,Asia Pacific,Payroll,69607.7,61746.81
TXN-001393,01/07/2025,operations,apac,software,13875.0,12696.01
TXN-000821,2024-11-01,hr,,Payroll,74000.0,82599.71
TXN-001780,December 2025,it,EMEA,equipment,10000.0,8838.98
TXN-000543,August 2024,sales,N. America,SW,13051.44,14119.21
TXN-001201,2025-05-01,Mktg,north america,payroll,86000.0,79662.83
TXN-000526,2024-08-01,Marketing,North America,PAYROLL,69607.7,66421.05
TXN-001328,01-Jun-2025,it,Emea,Software,15000.0,14760.38
TXN-001118,March 2025,hr,Emea,SW,17250.0,15604.76
TXN-000459,2024-07-01,Mktg,EMEA,advertising,18500.0,20145.86
TXN-000478,2024-07-01,SALES,Asia Pacific,software,13875.0,14966.19
TXN-000651,09/01/2024,I.T.,emea,PAYROLL,68000.0,67512.43
TXN-000925,01/01/2025, Sales,EMEA,equipment,10750.0,12410.73
TXN-001336,2025-06-01,HR,N. America,payroll,80000.0,76724.51
TXN-000014,2024-01-01,Marketing,Apac,Ads,21500.0,19087.38
TXN-001775,12/01/2025,it,North America,Equipment,10000.0,8641.27
TXN-000939,01/01/2025,Operations,EMEA,Advertising,21500.0,19714.02
TXN-001527,September 2025, Sales,,Travel & Expenses,6800.0,
TXN-000369,05/01/2024,hr,emea,Ads,21500.0,23902.72
TXN-001680,11/01/2025,SALES,Apac,equipment,9250.0,8993.71
TXN-000342,01-May-2024,operations,Asia Pacific,Travel,8600.0,8374.19
TXN-000936,01-Jan-2025,Ops,EMEA,PAYROLL,86000.0,73306.67
TXN-000707,10/01/2024,operations,NA,Travel & Expenses,6960.77,
TXN-000661,09/01/2024,hr,North America,PAYROLL,68000.0,71363.38
TXN-000692,10/01/2024,Sales,north america,travel,6960.77,8338.13
TXN-000280,04/01/2024,I.T.,EMEA,Equipment,11299.04,11435.32
TXN-000603,01/09/2024,Mktg,N. America,software,12750.0,643320.0
TXN-001352,2025-07-01,Mktg,N. America,travel,7400.0,9939.27
TXN-000318,May 2024,SALES,north america,software,16125.0,12291.09
TXN-001758,01/12/2025,OPERATIONS,NA,SW,15000.0,16382.87
TXN-001284,2025-06-01,Mktg,EMEA,Advertising,20000.0,18527.37
TXN-000929,01/01/2025, Sales,Asia Pacific,Ads,21500.0,24590.62
TXN-000401,06/01/2024,sales,Asia Pacific,PAYROLL,80000.0,85332.98
TXN-000336,01/05/2024,OPERATIONS,EMEA,payroll,86000.0,82461.64
TXN-000169,2024-03-01,sales,N. America,advertising,,20188.86
TXN-000595,August 2024,hr,Emea,Equipment,8700.96,
TXN-001313,June 2025,Ops,EMEA,software,15000.0,14653.46
TXN-000482,01/07/2024,Ops,North America,travel,7400.0,8004.14
TXN-000506,01-Jul-2024,Information Technology,Apac,PAYROLL,74000.0,87053.18
TXN-001076,2025-03-01,SALES,APAC,PAYROLL,92000.0,102028.94
TXN-000179,01/03/2024, Sales,Apac,advertising,23000.0,22418.95
TXN-001418,01/07/2025,HR,EMEA,SW,13875.0,13146.67
TXN-001463,August 2025,OPERATIONS,emea,software,13051.44,"$13,461.41"
TXN-001286,01/06/2025,Mktg,Asia Pacific,Payroll,80000.0,71053.56
TXN-000366,01/05/2024,HR,EMEA,payroll,86000.0,81131.73
TXN-000776,11/01/2024,Sales,Asia Pacific,Payroll,74000.0,71919.37
TXN-001421,01/07/2025,hr,,PAYROLL,74000.0,67328.11
TXN-000963,01/01/2025,hr,N. America,SW,16125.0,18657.16
TXN-000320,01/05/2024, Sales,N. America,,10750.0,8144.59
TXN-001635,2025-10-01,it,APAC,Equipment,8700.96,9405.12
TXN-001420,July 2025,Human Resources,Emea,Equip.,9250.0,11563.82
TXN-000903,01-Jan-2025,MKT,NA,Software,16125.0,11034.56
TXN-001292,June 2025,Sales,north america,Travel,8000.0,8727.1
TXN-001541,September 2025,Operations,Asia Pacific,payroll,68000.0,78669.9
TXN-001220,May 2025,sales,N. America,equipment,10750.0,8877.33
TXN-000356,01/05/2024,I.T.,Apac,PAYROLL,86000.0,87495.47
TXN-000716,October 2024,OPERATIONS,APAC,PAYROLL,69607.7,76885.54
TXN-001746,December 2025,sales,Emea,Payroll,80000.0,"$75,548.12"
TXN-000285,01-Apr-2024,IT,Asia Pacific,Equip.,11299.04,8516.05
TXN-000607,2024-09-01,Marketing ,Emea,Travel & Expenses,6800.0,6658.65
TXN-001065,2025-03-01,MKT,APAC,equipment,11500.0,13204.68
TXN-000267,01/04/2024,Operations,Apac,travel,9039.23,404938.0
TXN-001705,01/11/2025,Information Technology,EMEA,Equipment,9250.0,10477.29
TXN-000680,October 2024,Marketing ,,equipment,8700.96,"$7,261.79"
TXN-000521,07/01/2024,HR,apac,payroll,74000.0,85687.74
TXN-001084,01/03/2025,operations,north america,advertising,23000.0,18673.24
TXN-000611,September 2024,marketing,Asia Pacific,PAYROLL,68000.0,59754.43
TXN-000393,01-Jun-2024,SALES,N. America,Software,15000.0,17391.68
TXN-001361,July 2025,Marketing,apac,Payroll,74000.0,87656.8
TXN-001305,June 2025,SALES,Apac,equipment,10000.0,12206.17
TXN-000783,01/11/2024,Operations,N. America,software,13875.0,14761.96
TXN-001704,11/01/2025,I.T.,Emea,Advertising,18500.0,20216.22
TXN-001587,01-Oct-2025,Marketing,apac,Travel,6960.77,6224.42
TXN-001172,01-Apr-2025,I.T.,North America,Travel & Expenses,9039.23,
TXN-001342,2025-06-01,H.R.,emea,Travel,8000.0,8133.61
TXN-001131,2025-04-01,Marketing,EMEA,payroll,90392.3,98206.47
TXN-000658,2024-09-01,I.T.,Asia Pacific,Software,12750.0,
TXN-000199,01-Mar-2024,I.T.,N. America,Ads,23000.0,20250.76
TXN-001128,04/01/2025,marketing,NA,Software,16948.56,14820.35
TXN-001538,2025-09-01,Ops,EMEA,SW,12750.0,13319.76
TXN-000638,2024-09-01,operations,,Software,12750.0,14771.63
TXN-000136,01-Feb-2024,H.R.,N. America,payroll,90392.3,93846.81
TXN-000198,2024-03-01,I.T.,North America,software,17250.0,18952.34
TXN-000647,01/09/2024,it,N. America,travel,6800.0,7250.85
TXN-001517,September 2025,SALES,north america,travel,6800.0,6606.61
TXN-000194,03/01/2024,OPERATIONS,Asia Pacific,advertising,23000.0,27536.98
TXN-001007,01-Feb-2025,Operations,NA,Travel,9039.23,7587.99
TXN-001546,01/09/2025,Information Technology,NA,Payroll,68000.0,56396.52
TXN-001299,06/01/2025,Sales,Emea,advertising,20000.0,18857.36
TXN-001708,2025-11-01,Information Technology,APAC,Software,13875.0,"$12,806.63"
TXN-000542,01-Aug-2024,SALES,NA,travel,6960.77,7803.94
TXN-000288,April 2024,HR,North America,SW,16948.56,15338.99
TXN-000538,01-Aug-2024,Marketing,Asia Pacific,SW,13051.44,"$14,034.59"
TXN-000735,October 2024,IT,Asia Pacific,Equip.,8700.96,7717.39
TXN-000757,2024-11-01,Mktg,Emea,Travel & Expenses,7400.0,5753.52
TXN-001637,01/10/2025,Human Resources,NA,Travel,6960.77,8141.05
TXN-001616,October 2025,Operations,Asia Pacific,PAYROLL,69607.7,55401.72
TXN-001521,01/09/2025,SALES,emea,PAYROLL,68000.0,73895.83
TXN-001557,September 2025,IT,APAC,Travel,6800.0,5920.3
TXN-000019,01/01/2024, Sales,North America,advertising,21500.0,18583.76
TXN-000646,01-Sep-2024,I.T.,north america,Payroll,68000.0,85365.1
TXN-001015,01-Feb-2025,Ops,Emea,Equip.,11299.04,11127.73
TXN-001368,July 2025,sales,NA,Software,13875.0,16453.54
TXN-000962,January 2025,HR,N. America,travel,8600.0,7636.34
TXN-000844,2024-12-01,sales,N. America,Ads,20000.0,19188.83
TXN-001731,December 2025,Marketing ,Emea,payroll,80000.0,110892.46
TXN-000446,01-Jun-2024,H.R.,Asia Pacific,Payroll,80000.0,91442.83
TXN-001423,2025-07-01,Human Resources,Asia Pacific,SW,13875.0,12986.24
TXN-001549,September 2025,Information Technology,North America,advertising,17000.0,20017.95
TXN-000676,October 2024,MKT,North America,PAYROLL,69607.7,51208.28
TXN-000760,2024-11-01,Mktg,Emea,equipment,9250.0,9316.56
TXN-001707,01-Nov-2025,it,Apac,Travel & Expenses,7400.0,8558.2
TXN-000440,01-Jun-2024,H.R.,north america,equipment,10000.0,10929.13
TXN-000981,01/02/2025,Marketing,Emea,Payroll,90392.3,91848.21
TXN-001778,December 2025,I.T.,Emea,software,15000.0,11657.68
TXN-000725,01/10/2024,I.T.,north america,Equipment,8700.96,10010.88
TXN-001733,01-Dec-2025,marketing,emea,Software,15000.0,13677.7
TXN-001283,01/06/2025,Mktg,EMEA,software,15000.0,12951.27
TXN-000793,01/11/2024,OPERATIONS,APAC,software,13875.0,15397.92
TXN-001493,08/01/2025,hr,Emea,software,13051.44,9656.26
TXN-000005,01/01/2024,marketing,North America,Equipment,10750.0,10584.69
TXN-000479,01/07/2024,SALES,Asia Pacific,Ads,18500.0,"$19,964.65"
TXN-001507,01/09/2025,Marketing,Emea,travel,6800.0,5107.04
TXN-000787,11/01/2024,operations,EMEA,Travel & Expenses,7400.0,6829.29
TXN-000827,2024-12-01,Mktg,N. America,Travel & Expenses,8000.0,7955.31
TXN-000904,2025-01-01,Marketing ,North America,Ads,21500.0,23092.24
TXN-001606,10/01/2025,Operations,north america,Payroll,69607.7,72001.62
TXN-001645,2025-10-01,HR,Emea,equipment,8700.96,7860.14
TXN-000859,December 2024,OPERATIONS,north america,Ads,20000.0,21113.69
TXN-001188,2025-04-01,HR,NA,Software,16948.56,21448.5
TXN-001508,01-Sep-2025,MKT,Emea,software,12750.0,12842.07
TXN-000871,01-Dec-2024,IT,north america,PAYROLL,80000.0,77930.37
TXN-001209,01-May-2025,Mktg,Emea,Advertising,21500.0,23547.39
TXN-001066,01/03/2025,sales,N. America,PAYROLL,92000.0,96992.75
TXN-000753,2024-11-01,Marketing,north america,SW,13875.0,13098.83
TXN-000417,2024-06-01,Ops,Asia Pacific,Travel,8000.0,6603.85
TXN-000310,May 2024,Mktg,emea,equipment,10750.0,11574.16
TXN-000487,2024-07-01,Operations,Emea,Travel & Expenses,7400.0,7721.16
TXN-001369,01/07/2025,sales,N. America,Ads,18500.0,18242.28
TXN-000354,01-May-2024,I.T.,emea,advertising,21500.0,20750.98
TXN-000878,12/01/2024,it,emea,Software,15000.0,17669.67
TXN-000550,2024-08-01,sales,emea,Equipment,8700.96,9925.41
TXN-000756,2024-11-01,Mktg,emea,payroll,74000.0,62872.41
TXN-000435,2024-06-01,Information Technology,APAC,equipment,10000.0,12525.5
TXN-000927,01/01/2025,sales,Apac,Travel & Expenses,8600.0,7909.97
TXN-000220,2024-03-01,HR,emea,Equip.,,
TXN-000693,2024-10-01,sales,North America,SW,13051.44,14554.01
TXN-001291,06/01/2025, Sales,North America,PAYROLL,80000.0,86174.04
TXN-000491,01/07/2024,OPERATIONS,APAC,payroll,74000.0,83734.12
TXN-001092,2025-03-01,Operations,apac,Travel,9200.0,9989.39
TXN-000116,02/01/2024,Ops,APAC,Payroll,90392.3,83898.06
TXN-000732,01/10/2024,it,Asia Pacific,Travel & Expenses,6960.77,6324.43
TXN-000948,01/01/2025,IT,N. America,SW,16125.0,15481.76
TXN-000559,01/08/2024,Ops,north america,advertising,17401.92,22317.46
TXN-000049,01/01/2024,it,NA,Ads,21500.0,"$22,728.96"
TXN-001640,01/10/2025,H.R.,N. America,equipment,8700.96,9173.42
TXN-000613,09/01/2024,MKT,Asia Pacific,Software,12750.0,"$12,337.04"
TXN-001251,May 2025,it,,Payroll,86000.0,
TXN-001776,December 2025,Information Technology,EMEA,PAYROLL,80000.0,65503.67
TXN-000561,08/01/2024,Ops,Emea,payroll,69607.7,86329.11
TXN-001475,01/08/2025,it,North America,Equip.,8700.96,7396.34
TXN-001782,2025-12-01,I.T.,Asia Pacific,travel,8000.0,6461.3
TXN-000873,01-Dec-2024,Information Technology,NA,SW,15000.0,13584.98
TXN-000031,01/01/2024,Operations,NA,payroll,86000.0,79851.04
TXN-001694,01/11/2025,operations,Asia Pacific,Advertising,18500.0,16792.32
TXN-001568,2025-09-01,hr,Emea,software,12750.0,13267.33
TXN-000554,01-Aug-2024,Sales,apac,Ads,,17107.18
TXN-000764,11/01/2024,Mktg,apac,Ads,18500.0,
TXN-001409,01-Jul-2025,IT,,Ads,18500.0,20147.48
TXN-001148,01-Apr-2025,SALES,EMEA,SW,16948.56,15897.45
TXN-000775,01/11/2024,SALES,EMEA,Equipment,9250.0,11091.75
TXN-000130,February 2024,IT,emea,Equipment,11299.04,12638.31
TXN-000636,2024-09-01,operations,emea,payroll,68000.0,80652.76
TXN-000556,01/08/2024,OPERATIONS,North America,payroll,69607.7,69198.04
TXN-000849,December 2024, Sales,Emea,Ads,20000.0,16644.98
TXN-001168,2025-04-01,operations,Apac,SW,16948.56,19622.69
TXN-000456,01-Jul-2024,Mktg,emea,,74000.0,72516.38
TXN-000164,2024-03-01,Mktg,Apac,Ads,23000.0,27855.48
TXN-001747,01-Dec-2025,SALES,emea,Travel,8000.0,8113.35
TXN-000127,01/02/2024,IT,EMEA,Travel & Expenses,9039.23,12277.9
TXN-001099,01/03/2025,IT,North America,Ads,23000.0,-24212.48
TXN-001224,2025-05-01,Sales,EMEA,Ads,,21841.68
TXN-000043,01/01/2024,operations,Apac,Software,16125.0,13976.1
TXN-001108,2025-03-01,it,APAC,Software,17250.0,16623.23
TXN-000886,01/12/2024,HR,North America,,80000.0,91323.67
TXN-001720,November 2025,H.R.,EMEA,Equipment,9250.0,8003.1
TXN-001560,01/09/2025,I.T.,Asia Pacific,equipment,8500.0,10837.02
TXN-000282,2024-04-01,it,APAC,travel,9039.23,"$9,723.74"
TXN-000934,2025-01-01,OPERATIONS,North America,Advertising,21500.0,26342.02
TXN-001615,October 2025,Ops,Emea,Equip.,8700.96,9484.99
TXN-000960,01/01/2025,it,Apac,Equipment,10750.0,"$10,135.29"
TXN-001353,2025-07-01,Marketing ,NA,SW,13875.0,15484.85
TXN-001029,2025-02-01,I.T.,Emea,advertising,22598.08,22797.11
TXN-001633,01/10/2025,IT,Asia Pacific,Software,13051.44,16282.3
TXN-000171,01-Mar-2024,Sales,emea,Payroll,92000.0,84539.26
TXN-001755,01/12/2025,SALES,Apac,equipment,10000.0,10147.78
TXN-001298,2025-06-01,SALES,emea,software,15000.0,13556.4
TXN-001068,2025-03-01,Sales,NA,SW,17250.0,15759.2
TXN-000997,February 2025,Sales,EMEA,travel,9039.23,10914.13
TXN-001388,01/07/2025,OPERATIONS,emea,software,13875.0,12759.65
TXN-000239,01-Apr-2024,MKT,Apac,Ads,22598.08,
TXN-000402,2024-06-01,sales,apac,Travel & Expenses,8000.0,7793.01
TXN-000597,2024-08-01,HR,Asia Pacific,travel,6960.77,6623.68
TXN-000668,09/01/2024,H.R.,Emea,SW,12750.0,631375.0
TXN-000513,07/01/2024,hr,NA,Software,13875.0,17336.08
TXN-001122,01-Mar-2025,HR,Apac,Travel,9200.0,9957.66
TXN-000380,June 2024,Mktg,NA,Equip.,10000.0,9472.51
TXN-000924,01/01/2025,Sales,Emea,Advertising,21500.0,23049.42
TXN-001330,2025-06-01,it,EMEA,Equip.,10000.0,10657.93
TXN-000156,01-Mar-2024,marketing,Emea,Payroll,92000.0,97472.55
TXN-001381,01/07/2025,Ops,north america,Payroll,74000.0,74468.97
TXN-000891,2024-12-01,Human Resources,emea,PAYROLL,80000.0,66057.24
TXN-001039,February 2025,hr,N. America,Ads,22598.08,26605.17
TXN-000926,01/01/2025,SALES,apac,PAYROLL,86000.0,
TXN-001221,05/01/2025,SALES,,PAYROLL,86000.0,115555.56
TXN-000531,08/01/2024,Marketing ,emea,PAYROLL,,58722.28
TXN-001469,01/08/2025,Operations,Apac,advertising,17401.92,15844.26
TXN-000766,01/11/2024,SALES,N. America,payroll,74000.0,64604.91
TXN-001275,2025-05-01,H.R.,Apac,Equip.,10750.0,"$14,083.78"
TXN-001004,02/01/2025, Sales,APAC,Ads,22598.08,21123.96
TXN-000951,January 2025,it,EMEA,Payroll,86000.0,90703.81
TXN-001264,2025-05-01,H.R.,North America,Advertising,21500.0,23680.25
TXN-001571,09/01/2025,HR,Asia Pacific,Payroll,68000.0,62161.66
TXN-001257,05/01/2025,Information Technology,APAC,travel,8600.0,8979.48
TXN-001390,01-Jul-2025,OPERATIONS,Emea,Equip.,9250.0,9533.6
TXN-000983,February 2025,marketing,Emea,Software,16948.56,18208.12
TXN-000814,November 2024,H.R.,N. America,Ads,18500.0,19301.08
TXN-001061,01-Mar-2025,MKT,Apac,PAYROLL,92000.0,126081.81
TXN-000685,10/01/2024,Marketing,emea,Equipment,8700.96,7654.99
TXN-000801,01/11/2024,it,Emea,Payroll,74000.0,80336.51
TXN-001377,01-Jul-2025,sales,Apac,Travel,7400.0,6902.06
TXN-000410,June 2024,operations,NA,Equipment,10000.0,10959.54
TXN-000994,02/01/2025,SALES,north america,Ads,22598.08,"$25,578.74"
TXN-000238,04/01/2024,Marketing,Apac,,16948.56,19889.82
TXN-000297,April 2024,Human Resources,Apac,travel,9039.23,9813.94
TXN-000201,03/01/2024,I.T.,EMEA,PAYROLL,92000.0,70830.16
TXN-000376,01/06/2024,Mktg,,Payroll,80000.0,63444.58
TXN-001230,May 2025, Sales,Asia Pacific,equipment,10750.0,11824.86
TXN-000100,February 2024,Sales,emea,Equipment,11299.04,10337.59
TXN-000687,01-Oct-2024,Marketing,apac,Travel,6960.77,5064.22
TXN-000648,2024-09-01,IT,NA,software,12750.0,12773.34
TXN-000110,01-Feb-2024,Operations,NA,equipment,11299.04,10710.64
TXN-000180,01/03/2024,sales,Apac,Equip.,11500.0,11154.83
TXN-000623,01-Sep-2024,sales,Emea,Software,12750.0,10605.45
TXN-000429,June 2024,IT,EMEA,Ads,,"$18,681.27"
TXN-000631,01/09/2024,OPERATIONS,north america,PAYROLL,68000.0,72997.12
TXN-001339,06/01/2025,Human Resources,North America,Advertising,20000.0,18230.43
TXN-001760,01/12/2025,operations,North America,Equip.,10000.0,9489.67
TXN-000159,2024-03-01,MKT,emea,Ads,23000.0,
TXN-001722,01/11/2025,Human Resources,apac,Travel,7400.0,424078.5
TXN-000135,02/01/2024,IT,apac,Equipment,11299.04,10814.33
TXN-000486,July 2024,Ops,Emea,payroll,74000.0,71043.76
TXN-000888,2024-12-01,hr,north america,software,15000.0,12220.66
TXN-000053,01/01/2024,Information Technology,emea,SW,16125.0,16324.05
TXN-001384,07/01/2025,Operations,N. America,Ads,18500.0,"$19,095.68"
TXN-001536,September 2025,Operations,EMEA,payroll,68000.0,65493.21
TXN-000330,05/01/2024,SALES,Asia Pacific,Equipment,10750.0,10878.43
TXN-000969,01/01/2025,H.R.,Emea,Ads,21500.0,22983.57
TXN-000737,10/01/2024,hr,north america,Travel & Expenses,6960.77,6856.87
TXN-000755,November 2024,marketing,north america,Equipment,9250.0,10453.1
TXN-001024,01-Feb-2025,Information Technology,north america,Advertising,22598.08,22581.83
TXN-001196,04/01/2025,Human Resources,APAC,payroll,90392.3,65134.04
TXN-001517,September 2025,SALES,north america,travel,6800.0,6606.61
TXN-000023,2024-01-01,Sales,emea,SW,16125.0,12500.22
TXN-000785,11/01/2024,Operations,north america,equipment,9250.0,
TXN-000474,July 2024,Sales,emea,advertising,18500.0,14276.77
TXN-000609,01-Sep-2024,marketing,Emea,Advertising,17000.0,15974.85
TXN-000355,01/05/2024,IT,emea,equipment,10750.0,9158.77
TXN-001191,April 2025,HR,EMEA,payroll,90392.3,73817.29
TXN-001779,12/01/2025,I.T.,EMEA,advertising,20000.0,21749.36
TXN-000290,2024-04-01,H.R.,north america,Equip.,11299.04,10144.67
TXN-000468,July 2024,sales,north america,SW,13875.0,14020.92
TXN-000605,01-Sep-2024,MKT,North America,Equipment,8500.0,8058.81
TXN-000067,01/01/2024,Human Resources,EMEA,,8600.0,7788.0
TXN-000452,01-Jul-2024,marketing,north america,Travel,7400.0,8184.98
